Tree ID,Common Name,Condition Class,Longitude,Latitude,Dbh 1,Dbh 2,Dbh 3,Dbh 4,Dbh 5,Dbh 6,ObservedBTMNests,DistancetoWater,Entry Source,Tree Type (Ornamental | Fruiting / Flowering | Bush),"Priority (1: High, 2: Med, 3: Low)"
165,Locust-Black ,Good ,-69.63374075,44.54646066,19,...,...,...,...,...,0,>250' ,Bartlett Feb 2186,Fruiting / Flowering,
153,Locust-Black ,Good ,-69.63329641,44.54627963,23,...,...,...,...,...,0,>250' ,Bartlett Feb 2174,Fruiting / Flowering,
156,Locust-Black ,Good ,-69.63334217,44.54638278,24,...,...,...,...,...,0,>250' ,Bartlett Feb 2177,Fruiting / Flowering,
158,Locust-Black ,Good ,-69.63356545,44.54643262,24,...,...,...,...,...,0,>250' ,Bartlett Feb 2179,Fruiting / Flowering,
446,Maple-Boxelder ,Fair ,-69.66123037,44.52787699,16,7,5,...,...,...,0,>250' ,Bartlett Feb 2467,Ornamental,
293,Maple-Boxelder ,Good ,-69.64326011,44.53459879,7,...,...,...,...,...,0,25-250' ,Bartlett Feb 2314,Ornamental,
321,Maple-Boxelder ,Fair ,-69.64256249,44.53501675,9,...,...,...,...,...,0,25-250' ,Bartlett Feb 2342,Ornamental,
287,Maple-Boxelder ,Poor ,-69.64342227,44.53455206,11,...,...,...,...,...,0,25-250' ,Bartlett Feb 2308,Ornamental,
482,Maple-Boxelder ,Poor ,-69.65999375,44.52703713,12,...,...,...,...,...,0,25-250' ,Bartlett Feb 2503,Ornamental,
289,Maple-Boxelder ,Poor ,-69.64334724,44.53454887,15,...,...,...,...,...,0,25-250' ,Bartlett Feb 2310,Ornamental,
332,Maple-Boxelder ,Poor ,-69.64272214,44.53471499,17,...,...,...,...,...,0,25-250' ,Bartlett Feb 2353,Ornamental,
330,Maple-Boxelder ,Poor ,-69.64266331,44.53472552,18,...,...,...,...,...,0,25-250' ,Bartlett Feb 2351,Ornamental,
267,Maple-Freeman's ,Good ,-69.63071042,44.56718859,14,...,...,...,...,...,0,>250' ,Bartlett Feb 2288,Ornamental,
274,Maple-Freeman's ,Good ,-69.63861643,44.53793262,14,...,...,...,...,...,0,>250' ,Bartlett Feb 2295,Ornamental,
266,Maple-Freeman's ,Good ,-69.63063244,44.56716256,15,...,...,...,...,...,0,>250' ,Bartlett Feb 2287,Ornamental,
263,Maple-Freeman's ,Good ,-69.6303465,44.56710716,16,...,...,...,...,...,0,>250' ,Bartlett Feb 2284,Ornamental,
264,Maple-Freeman's ,Fair ,-69.63045771,44.56715136,16,...,...,...,...,...,0,>250' ,Bartlett Feb 2285,Ornamental,
275,Maple-Freeman's ,Good ,-69.6386266,44.53800454,16,...,...,...,...,...,0,>250' ,Bartlett Feb 2296,Ornamental,
260,Maple-Freeman's ,Good ,-69.63006394,44.56710058,17,...,...,...,...,...,0,>250' ,Bartlett Feb 2281,Ornamental,
271,Maple-Freeman's ,Good ,-69.63889521,44.53781538,17,...,...,...,...,...,0,>250' ,Bartlett Feb 2292,Ornamental,
273,Maple-Freeman's ,Good ,-69.6386728,44.53786054,17,...,...,...,...,...,0,>250' ,Bartlett Feb 2294,Ornamental,
276,Maple-Freeman's ,Good ,-69.63858019,44.5380571,17,...,...,...,...,...,0,>250' ,Bartlett Feb 2297,Ornamental,
261,Maple-Freeman's ,Good ,-69.63020158,44.56711241,19,...,...,...,...,...,0,>250' ,Bartlett Feb 2282,Ornamental,
259,Maple-Freeman's ,Good ,-69.63002,44.56705826,22,...,...,...,...,...,0,>250' ,Bartlett Feb 2280,Ornamental,
119,Maple-Freeman's ,Good ,-69.63331682,44.55085895,23,...,...,...,...,...,0,>250' ,Bartlett Feb 2140,Ornamental,
133,Maple-Norway ,Good ,-69.63589461,44.54762061,4,...,...,...,...,...,0,>250' ,Bartlett Feb 2154,Ornamental,
408,Maple-Norway ,Good ,-69.66175257,44.52854729,4,...,...,...,...,...,0,>250' ,Bartlett Feb 2429,Ornamental,
127,Maple-Norway ,Good ,-69.63390284,44.55138589,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2148,Ornamental,
142,Maple-Norway ,Good ,-69.63372764,44.54535486,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2163,Ornamental,
154,Maple-Norway ,Good ,-69.63329828,44.54628923,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2175,Ornamental,
161,Maple-Norway ,Fair ,-69.63365708,44.54647788,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2182,Ornamental,
211,Maple-Norway ,Good ,-69.6281684,44.5524669,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2232,Ornamental,
212,Maple-Norway ,Fair ,-69.62819048,44.55241391,5,4,...,...,...,...,0,>250' ,Bartlett Feb 2233,Ornamental,
437,Maple-Norway ,Good ,-69.65937075,44.53413968,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2458,Ornamental,
164,Maple-Norway ,Good ,-69.63371142,44.54647356,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2185,Ornamental,
213,Maple-Norway ,Fair ,-69.62820539,44.55232666,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2234,Ornamental,
219,Maple-Norway ,Fair ,-69.62820807,44.55213434,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2240,Ornamental,
362,Maple-Norway ,Good ,-69.66038122,44.53364227,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2383,Ornamental,
430,Maple-Norway ,Good ,-69.65905731,44.53410232,6,4,...,...,...,...,0,>250' ,Bartlett Feb 2451,Ornamental,
436,Maple-Norway ,Good ,-69.65939488,44.53410101,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2457,Ornamental,
442,Maple-Norway ,Good ,-69.65969233,44.53417682,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2463,Ornamental,
517,Maple-Norway ,Good ,-69.65470062,44.57943086,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2538,Ornamental,
155,Maple-Norway ,Good ,-69.6333227,44.54631953,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2176,Ornamental,
168,Maple-Norway ,Good ,-69.63422512,44.54619594,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2189,Ornamental,
173,Maple-Norway ,Good ,-69.63460312,44.54594094,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2194,Ornamental,
217,Maple-Norway ,Good ,-69.62821225,44.55215308,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2238,Ornamental,
424,Maple-Norway ,Good ,-69.65896232,44.53418763,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2445,Ornamental,
507,Maple-Norway ,Good ,-69.65474051,44.57922792,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2528,Ornamental,
166,Maple-Norway ,Good ,-69.63401391,44.54631335,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2187,Ornamental,
172,Maple-Norway ,Good ,-69.63461321,44.54596156,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2193,Ornamental,
180,Maple-Norway ,Good ,-69.64671208,44.56367408,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2201,Ornamental,
192,Maple-Norway ,Fair ,-69.64309064,44.55164845,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2213,Ornamental,
218,Maple-Norway ,Good ,-69.62817826,44.55215685,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2239,Ornamental,
439,Maple-Norway ,Good ,-69.65953031,44.53418113,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2460,Ornamental,
170,Maple-Norway ,Poor ,-69.6342978,44.54616962,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2191,Ornamental,
216,Maple-Norway ,Fair ,-69.6281902,44.55218148,9,5,...,...,...,...,0,>250' ,Bartlett Feb 2237,Ornamental,
434,Maple-Norway ,Good ,-69.65911292,44.53409457,10,9,...,...,...,...,0,>250' ,Bartlett Feb 2455,Ornamental,
169,Maple-Norway ,Good ,-69.63425038,44.54619189,11,...,...,...,...,...,0,>250' ,Bartlett Feb 2190,Ornamental,
226,Maple-Norway ,Fair ,-69.62820801,44.55153929,11,11,11,1...,...,...,0,>250' ,Bartlett Feb 2247,Ornamental,
396,Maple-Norway ,Good ,-69.65949103,44.52698646,11,...,...,...,...,...,0,>250' ,Bartlett Feb 2417,Ornamental,
177,Maple-Norway ,Fair ,-69.64648815,44.56347963,13,...,...,...,...,...,0,>250' ,Bartlett Feb 2198,Ornamental,
179,Maple-Norway ,Good ,-69.64664797,44.56361455,13,...,...,...,...,...,0,>250' ,Bartlett Feb 2200,Ornamental,
178,Maple-Norway ,Good ,-69.6465797,44.56355262,14,...,...,...,...,...,0,>250' ,Bartlett Feb 2199,Ornamental,
222,Maple-Norway ,Good ,-69.62819165,44.55204287,14,11,...,...,...,...,0,>250' ,Bartlett Feb 2243,Ornamental,
137,Maple-Norway ,Good ,-69.63470439,44.54569451,16,...,...,...,...,...,0,>250' ,Bartlett Feb 2158,Ornamental,
167,Maple-Norway ,Fair ,-69.63417941,44.54623037,16,...,...,...,...,...,0,>250' ,Bartlett Feb 2188,Ornamental,
230,Maple-Norway ,Good ,-69.62792949,44.5506272,16,...,...,...,...,...,0,>250' ,Bartlett Feb 2251,Ornamental,
139,Maple-Norway ,Good ,-69.63453822,44.54553113,18,...,...,...,...,...,0,>250' ,Bartlett Feb 2160,Ornamental,
140,Maple-Norway ,Fair ,-69.63445819,44.54547729,18,...,...,...,...,...,0,>250' ,Bartlett Feb 2161,Ornamental,
115,Maple-Norway ,Good ,-69.63303671,44.55069348,19,...,...,...,...,...,0,>250' ,Bartlett Feb 2136,Ornamental,
126,Maple-Norway ,Good ,-69.63390118,44.5510491,19,...,...,...,...,...,0,>250' ,Bartlett Feb 2147,Ornamental,
102,Maple-Norway ,Good ,-69.62975644,44.54960304,20,...,...,...,...,...,0,>250' ,Bartlett Feb 2123,Ornamental,
141,Maple-Norway ,Fair ,-69.6342989,44.54533784,20,...,...,...,...,...,0,>250' ,Bartlett Feb 2162,Ornamental,
125,Maple-Norway ,Good ,-69.63373802,44.55102391,24,...,...,...,...,...,0,>250' ,Bartlett Feb 2146,Ornamental,
118,Maple-Norway ,Good ,-69.63328662,44.55095784,25,...,...,...,...,...,0,>250' ,Bartlett Feb 2139,Ornamental,
143,Maple-Norway ,Fair ,-69.6333238,44.54525793,26,...,...,...,...,...,0,>250' ,Bartlett Feb 2164,Ornamental,
112,Maple-Norway ,Fair ,-69.63276773,44.55101145,46,...,...,...,...,...,0,>250' ,Bartlett Feb 2133,Ornamental,
284,Maple-Norway ,Good ,-69.64353336,44.53454246,4,...,...,...,...,...,0,25-250' ,Bartlett Feb 2305,Ornamental,
285,Maple-Norway ,Poor ,-69.64349706,44.53455149,4,...,...,...,...,...,0,25-250' ,Bartlett Feb 2306,Ornamental,
288,Maple-Norway ,Good ,-69.64344598,44.53456475,4,...,...,...,...,...,0,25-250' ,Bartlett Feb 2309,Ornamental,
290,Maple-Norway ,Fair ,-69.64338189,44.53457238,5,...,...,...,...,...,0,25-250' ,Bartlett Feb 2311,Ornamental,
294,Maple-Norway ,Fair ,-69.64320682,44.5346077,5,4,...,...,...,...,0,25-250' ,Bartlett Feb 2315,Ornamental,
298,Maple-Norway ,Good ,-69.64318114,44.53458154,5,...,...,...,...,...,0,25-250' ,Bartlett Feb 2319,Ornamental,
283,Maple-Norway ,Good ,-69.64352913,44.53454964,6,...,...,...,...,...,0,25-250' ,Bartlett Feb 2304,Ornamental,
291,Maple-Norway ,Fair ,-69.64334845,44.53457698,6,...,...,...,...,...,0,25-250' ,Bartlett Feb 2312,Ornamental,
292,Maple-Norway ,Good ,-69.64328551,44.5345948,6,...,...,...,...,...,0,25-250' ,Bartlett Feb 2313,Ornamental,
300,Maple-Norway ,Good ,-69.64313165,44.53462185,6,6,6,3,2,...,0,25-250' ,Bartlett Feb 2321,Ornamental,
313,Maple-Norway ,Good ,-69.64230887,44.53531566,6,...,...,...,...,...,0,25-250' ,Bartlett Feb 2334,Ornamental,
322,Maple-Norway ,Fair ,-69.64257299,44.53501076,6,...,...,...,...,...,0,25-250' ,Bartlett Feb 2343,Ornamental,
325,Maple-Norway ,Good ,-69.64262405,44.53480587,6,...,...,...,...,...,0,25-250' ,Bartlett Feb 2346,Ornamental,
333,Maple-Norway ,Good ,-69.64272362,44.53472453,6,...,...,...,...,...,0,25-250' ,Bartlett Feb 2354,Ornamental,
280,Maple-Norway ,Good ,-69.64361338,44.53450418,7,...,...,...,...,...,0,25-250' ,Bartlett Feb 2301,Ornamental,
334,Maple-Norway ,Good ,-69.64274184,44.53468001,7,...,...,...,...,...,0,25-250' ,Bartlett Feb 2355,Ornamental,
281,Maple-Norway ,Fair ,-69.64359378,44.53454761,8,6,...,...,...,...,0,25-250' ,Bartlett Feb 2302,Ornamental,
297,Maple-Norway ,Fair ,-69.64317976,44.53462483,8,...,...,...,...,...,0,25-250' ,Bartlett Feb 2318,Ornamental,
314,Maple-Norway ,Good ,-69.64235559,44.53529669,8,...,...,...,...,...,0,25-250' ,Bartlett Feb 2335,Ornamental,
327,Maple-Norway ,Fair ,-69.64269917,44.5347537,8,...,...,...,...,...,0,25-250' ,Bartlett Feb 2348,Ornamental,
295,Maple-Norway ,Good ,-69.64317502,44.53464393,9,...,...,...,...,...,0,25-250' ,Bartlett Feb 2316,Ornamental,
324,Maple-Norway ,Good ,-69.64264796,44.53483439,9,...,...,...,...,...,0,25-250' ,Bartlett Feb 2345,Ornamental,
310,Maple-Norway ,Good ,-69.64230205,44.53537953,11,...,...,...,...,...,0,25-250' ,Bartlett Feb 2331,Ornamental,
323,Maple-Norway ,Fair ,-69.64263646,44.53490603,11,11,...,...,...,...,0,25-250' ,Bartlett Feb 2344,Ornamental,
317,Maple-Norway ,Fair ,-69.64238849,44.53523868,12,...,...,...,...,...,0,25-250' ,Bartlett Feb 2338,Ornamental,
286,Maple-Norway ,Good ,-69.64342738,44.53458264,14,...,...,...,...,...,0,25-250' ,Bartlett Feb 2307,Ornamental,
315,Maple-Norway ,Fair ,-69.64239857,44.53525082,14,...,...,...,...,...,0,25-250' ,Bartlett Feb 2336,Ornamental,
316,Maple-Norway ,Good ,-69.64239196,44.5352082,16,...,...,...,...,...,0,25-250' ,Bartlett Feb 2337,Ornamental,
400,Maple-Norway ,Good ,-69.65969443,44.52693741,19,...,...,...,...,...,0,25-250' ,Bartlett Feb 2421,Ornamental,
111,Maple-Norway ,Good ,-69.62876178,44.54941921,24,...,...,...,...,...,0,25-250' ,Bartlett Feb 2132,Ornamental,
110,Maple-Norway ,Good ,-69.6287653,44.54949374,25,...,...,...,...,...,0,25-250' ,Bartlett Feb 2131,Ornamental,
145,Maple-Red ,Good ,-69.63310436,44.54543136,8,...,...,...,...,...,0, ,Bartlett Feb 2166,Ornamental,
232,Maple-Red ,Good ,-69.6281027,44.55025992,2,...,...,...,...,...,0,>250' ,Bartlett Feb 2253,Ornamental,
233,Maple-Red ,Good ,-69.62808311,44.55014118,2,...,...,...,...,...,0,>250' ,Bartlett Feb 2254,Ornamental,
306,Maple-Red ,Good ,-69.63907348,44.53803848,2,...,...,...,...,...,0,>250' ,Bartlett Feb 2327,Ornamental,
308,Maple-Red ,Good ,-69.63917058,44.53822385,2,...,...,...,...,...,0,>250' ,Bartlett Feb 2329,Ornamental,
194,Maple-Red ,Good ,-69.64275606,44.55107723,4,...,...,...,...,...,0,>250' ,Bartlett Feb 2215,Ornamental,
256,Maple-Red ,Good ,-69.64335151,44.55101145,4,...,...,...,...,...,0,>250' ,Bartlett Feb 2277,Ornamental,
257,Maple-Red ,Good ,-69.64311374,44.55098204,4,...,...,...,...,...,0,>250' ,Bartlett Feb 2278,Ornamental,
623,Maple-Red ,Good ,-69.6548316,44.57973804,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2601,Ornamental,
244,Maple-Red ,Good ,-69.64439896,44.56121992,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2265,Ornamental,
243,Maple-Red ,Good ,-69.64425967,44.5613081,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2264,Ornamental,
245,Maple-Red ,Good ,-69.64454186,44.56112626,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2266,Ornamental,
616,Maple-Red ,Good ,-69.65490524,44.58001249,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2594,Ornamental,
619,Maple-Red ,Good ,-69.65487176,44.57982492,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2597,Ornamental,
621,Maple-Red ,Good ,-69.65481867,44.57979996,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2599,Ornamental,
622,Maple-Red ,Fair ,-69.65483946,44.57976069,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2600,Ornamental,
193,Maple-Red ,Good ,-69.64276354,44.55128251,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2214,Ornamental,
240,Maple-Red ,Good ,-69.64400863,44.56133151,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2261,Ornamental,
237,Maple-Red ,Good ,-69.64444365,44.56177962,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2258,Ornamental,
1,Maple-Red ,Good ,-69.64573697,44.56285747,10,...,...,...,...,...,0,>250' ,Bartlett Feb 2022,Ornamental,
16,Maple-Red ,Good ,-69.64573242,44.56222013,10,...,...,...,...,...,0,>250' ,Bartlett Feb 2037,Ornamental,
2,Maple-Red ,Good ,-69.6456567,44.56278073,11,...,...,...,...,...,0,>250' ,Bartlett Feb 2023,Ornamental,
235,Maple-Red ,Good ,-69.64461863,44.5619405,11,...,...,...,...,...,0,>250' ,Bartlett Feb 2256,Ornamental,
241,Maple-Red ,Good ,-69.64418364,44.56141461,11,...,...,...,...,...,0,>250' ,Bartlett Feb 2262,Ornamental,
620,Maple-Red ,Fair ,-69.65484788,44.57980563,11,...,...,...,...,...,0,>250' ,Bartlett Feb 2598,Ornamental,
146,Maple-Red ,Poor ,-69.63304568,44.54552593,14,...,...,...,...,...,0,>250' ,Bartlett Feb 2167,Ornamental,
239,Maple-Red ,Good ,-69.64423633,44.56160908,14,...,...,...,...,...,0,>250' ,Bartlett Feb 2260,Ornamental,
238,Maple-Red ,Good ,-69.64436237,44.56170881,15,...,...,...,...,...,0,>250' ,Bartlett Feb 2259,Ornamental,
272,Maple-Red ,Good ,-69.63879801,44.53782851,15,...,...,...,...,...,0,>250' ,Bartlett Feb 2293,Ornamental,
236,Maple-Red ,Good ,-69.64453966,44.56184921,16,...,...,...,...,...,0,>250' ,Bartlett Feb 2257,Ornamental,
258,Maple-Red ,Good ,-69.62983177,44.5670452,17,...,...,...,...,...,0,>250' ,Bartlett Feb 2279,Ornamental,
270,Maple-Red ,Good ,-69.63899434,44.53784446,17,...,...,...,...,...,0,>250' ,Bartlett Feb 2291,Ornamental,
19,Maple-Red ,Fair ,-69.6302281,44.56254839,20,...,...,...,...,...,0,>250' ,Bartlett Feb 2040,Ornamental,
347,Maple-Red ,Good ,-69.66251899,44.5287757,21,...,...,...,...,...,0,>250' ,Bartlett Feb 2368,Ornamental,
20,Maple-Red ,Fair ,-69.63016546,44.56265488,22,...,...,...,...,...,0,>250' ,Bartlett Feb 2041,Ornamental,
242,Maple-Red ,Good ,-69.64451086,44.56150788,22,...,...,...,...,...,0,>250' ,Bartlett Feb 2263,Ornamental,
41,Maple-Red ,Fair ,-69.62733837,44.55100255,3,...,...,...,...,...,0,25-250' ,Bartlett Feb 2062,Ornamental,
144,Maple-Silver ,Fair ,-69.63329081,44.5452914,21,18,17,15,15,14,0,>250' ,Bartlett Feb 2165,Ornamental,
203,Maple-Sugar ,Good ,-69.62723591,44.55314357,3,...,...,...,...,...,0,<25' ,Bartlett Feb 2224,Fruiting / Flowering,
305,Maple-Sugar ,Good ,-69.63911017,44.53794242,1,...,...,...,...,...,0,>250' ,Bartlett Feb 2326,Fruiting / Flowering,
307,Maple-Sugar ,Good ,-69.63904152,44.53813477,1,...,...,...,...,...,0,>250' ,Bartlett Feb 2328,Fruiting / Flowering,
174,Maple-Sugar ,Fair ,-69.63751572,44.53904151,2,...,...,...,...,...,0,>250' ,Bartlett Feb 2195,Fruiting / Flowering,
429,Maple-Sugar ,Fair ,-69.6590599,44.5340518,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2450,Fruiting / Flowering,
116,Maple-Sugar ,Fair ,-69.63319352,44.55073933,41,...,...,...,...,...,0,>250' ,Bartlett Feb 2137,Fruiting / Flowering,
97,Maple-Sugar ,Good ,-69.62749411,44.55273771,3,...,...,...,...,...,0,25-250' ,Bartlett Feb 2118,Fruiting / Flowering,
147,Oak-Northern Red ,Fair ,-69.63282115,44.54589188,2,...,...,...,...,...,0,>250' ,Bartlett Feb 2168,Ornamental,
357,Oak-Northern Red ,Fair ,-69.66023132,44.53327615,4,...,...,...,...,...,0,>250' ,Bartlett Feb 2378,Ornamental,
379,Oak-Northern Red ,Good ,-69.66076403,44.53406335,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2400,Ornamental,
443,Oak-Northern Red ,Good ,-69.66008333,44.53419321,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2464,Ornamental,
441,Oak-Northern Red ,Good ,-69.65966529,44.53410914,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2462,Ornamental,
438,Oak-Northern Red ,Good ,-69.65955788,44.53413367,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2459,Ornamental,
624,Oak-Northern Red ,Good ,-69.65466851,44.57935092,12,...,...,...,...,...,0,>250' ,Bartlett Feb 2602,Ornamental,
3,Oak-Northern Red ,Good ,-69.64538086,44.56225119,14,...,...,...,...,...,0,>250' ,Bartlett Feb 2024,Ornamental,
618,Oak-Northern Red ,Good ,-69.6548322,44.57984672,18,...,...,...,...,...,0,>250' ,Bartlett Feb 2596,Ornamental,
191,Oak-Northern Red ,Good ,-69.64531562,44.55243591,20,...,...,...,...,...,0,>250' ,Bartlett Feb 2212,Ornamental,
190,Oak-Northern Red ,Good ,-69.64527566,44.55243306,21,...,...,...,...,...,0,>250' ,Bartlett Feb 2211,Ornamental,
188,Oak-Northern Red ,Good ,-69.64519408,44.55237162,24,15,12,...,...,...,0,>250' ,Bartlett Feb 2209,Ornamental,
43,Oak-Northern Red ,Good ,-69.62785319,44.55084898,2,...,...,...,...,...,0,25-250' ,Bartlett Feb 2064,Ornamental,
205,Oak-Northern Red ,Good ,-69.6277022,44.55321821,3,...,...,...,...,...,0,25-250' ,Bartlett Feb 2226,Ornamental,
479,Oak-Northern Red ,Good ,-69.6598445,44.52696046,5,...,...,...,...,...,0,25-250' ,Bartlett Feb 2500,Ornamental,
189,Oak-Northern Red ,Good ,-69.6452416,44.5524109,24,...,...,...,...,...,0,25-250' ,Bartlett Feb 2210,Ornamental,
252,Pine-Eastern White ,Fair ,-69.64608247,44.56168098,23,...,...,...,...,...,0,>250' ,Bartlett Feb 2273,Ornamental,
253,Pine-Eastern White ,Good ,-69.64614689,44.5616547,25,...,...,...,...,...,0,>250' ,Bartlett Feb 2274,Ornamental,
249,Pine-Eastern White ,Poor ,-69.64575626,44.56182928,26,...,...,...,...,...,0,>250' ,Bartlett Feb 2270,Ornamental,
250,Pine-Eastern White ,Fair ,-69.64585753,44.56177075,26,...,...,...,...,...,0,>250' ,Bartlett Feb 2271,Ornamental,
251,Pine-Eastern White ,Good ,-69.64596133,44.5617074,29,...,...,...,...,...,0,>250' ,Bartlett Feb 2272,Ornamental,
248,Pine-Eastern White ,Good ,-69.64568197,44.56183894,36,...,...,...,...,...,0,>250' ,Bartlett Feb 2269,Ornamental,
129,Plum-Purple Leaf ,Fair ,-69.63354304,44.55131818,8,7,7,...,...,...,0,>250' ,Bartlett Feb 2150,Fruiting / Flowering,
468,Poplar-Aspen ,Good ,-69.66059928,44.52713289,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2489,Ornamental,
469,Poplar-Aspen ,Good ,-69.66051077,44.52714467,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2490,Ornamental,
465,Poplar-Aspen ,Good ,-69.66074635,44.52719968,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2486,Ornamental,
466,Poplar-Aspen ,Fair ,-69.66072488,44.52719338,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2487,Ornamental,
411,Poplar-Aspen ,Dead ,-69.66198926,44.52864108,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2432,Ornamental,
463,Poplar-Aspen ,Good ,-69.66085346,44.52718974,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2484,Ornamental,
412,Poplar-Aspen ,Fair ,-69.66200001,44.52864352,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2433,Ornamental,
471,Poplar-Aspen ,Fair ,-69.6604245,44.52698349,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2492,Ornamental,
467,Poplar-Aspen ,Fair ,-69.66071906,44.52714758,11,...,...,...,...,...,0,>250' ,Bartlett Feb 2488,Ornamental,
410,Poplar-Aspen ,Poor ,-69.6619868,44.52853338,15,...,...,...,...,...,0,>250' ,Bartlett Feb 2431,Ornamental,
484,Poplar-Aspen ,Fair ,-69.66016599,44.52699364,12,...,...,...,...,...,0,25-250' ,Bartlett Feb 2505,Ornamental,
473,Poplar-Bigtooth Aspen ,Fair ,-69.66034805,44.52695053,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2494,Ornamental,
515,Poplar-Bigtooth Aspen ,Good ,-69.65466741,44.57946194,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2536,Ornamental,
493,Poplar-Bigtooth Aspen ,Fair ,-69.65592382,44.58055315,11,...,...,...,...,...,0,>250' ,Bartlett Feb 2514,Ornamental,
516,Poplar-Bigtooth Aspen ,Good ,-69.65465143,44.57944651,12,...,...,...,...,...,0,>250' ,Bartlett Feb 2537,Ornamental,
625,Poplar-Bigtooth Aspen ,Fair ,-69.65465933,44.57933404,13,...,...,...,...,...,0,>250' ,Bartlett Feb 2603,Ornamental,
491,Poplar-Bigtooth Aspen ,Good ,-69.65598038,44.58059185,15,...,...,...,...,...,0,>250' ,Bartlett Feb 2512,Ornamental,
514,Poplar-Bigtooth Aspen ,Good ,-69.65472922,44.5795227,15,...,...,...,...,...,0,>250' ,Bartlett Feb 2535,Ornamental,
513,Poplar-Bigtooth Aspen ,Good ,-69.65476461,44.57960751,19,...,...,...,...,...,0,>250' ,Bartlett Feb 2534,Ornamental,
23,Spruce-Colorado Blue ,Good ,-69.63052019,44.56215683,16,...,...,...,...,...,0,>250' ,Bartlett Feb 2044,Ornamental,
22,Spruce-Colorado Blue ,Good ,-69.63051818,44.56226306,17,...,...,...,...,...,0,>250' ,Bartlett Feb 2043,Ornamental,
312,Willow ,Fair ,-69.64233038,44.53534107,31,...,...,...,...,...,0,25-250' ,Bartlett Feb 2333,Ornamental,
